Temperature,Humidity,Timestamp
23.90,28.90,2023-12-01 09:56:44
23.90,28.90,2023-12-01 10:01:44
23.90,29.00,2023-12-01 10:06:44
23.90,29.00,2023-12-01 10:11:44
23.90,29.00,2023-12-01 10:16:44
23.90,29.00,2023-12-01 10:21:44
23.90,29.00,2023-12-01 10:26:44
23.90,29.00,2023-12-01 10:31:44
23.90,29.00,2023-12-01 10:36:44
23.90,29.00,2023-12-01 10:41:44
23.90,28.90,2023-12-01 10:46:44
23.90,28.90,2023-12-01 10:51:44
23.90,28.90,2023-12-01 10:56:44
23.90,28.90,2023-12-01 11:01:44
23.90,28.80,2023-12-01 11:06:44
23.90,28.80,2023-12-01 11:11:44
23.90,28.80,2023-12-01 11:16:44
23.90,28.80,2023-12-01 11:21:44
23.90,28.70,2023-12-01 11:26:44
23.90,28.70,2023-12-01 11:31:44
23.90,28.60,2023-12-01 11:36:44
23.90,28.60,2023-12-01 11:41:44
23.90,28.60,2023-12-01 11:46:44
23.90,28.60,2023-12-01 11:51:44
23.90,28.50,2023-12-01 11:56:44
23.90,28.50,2023-12-01 12:01:44
23.90,28.40,2023-12-01 12:06:44
23.90,28.40,2023-12-01 12:11:44
23.90,28.40,2023-12-01 12:16:44
23.90,28.40,2023-12-01 12:21:44
23.90,28.40,2023-12-01 12:26:44
23.90,28.40,2023-12-01 12:31:44
23.90,28.50,2023-12-01 12:36:44
23.90,28.50,2023-12-01 12:41:44
23.90,28.50,2023-12-01 12:46:44
23.90,28.50,2023-12-01 12:51:44
23.90,28.50,2023-12-01 12:56:44
23.90,28.50,2023-12-01 13:01:44
23.90,28.50,2023-12-01 13:06:44
23.90,28.50,2023-12-01 13:11:44
23.90,28.50,2023-12-01 13:16:44
23.90,28.50,2023-12-01 13:21:44
23.90,28.40,2023-12-01 13:26:44
23.90,28.40,2023-12-01 13:31:44
23.90,28.30,2023-12-01 13:36:44
23.90,28.30,2023-12-01 13:41:44
23.90,28.20,2023-12-01 13:46:44
23.90,28.20,2023-12-01 13:51:44
23.80,28.20,2023-12-01 13:56:44
23.80,28.20,2023-12-01 14:01:44
23.80,28.40,2023-12-01 14:06:44
23.80,28.40,2023-12-01 14:11:44
23.80,28.50,2023-12-01 14:16:44
23.80,28.50,2023-12-01 14:21:44
23.80,28.40,2023-12-01 14:26:44
23.80,28.40,2023-12-01 14:31:44
23.90,28.40,2023-12-01 14:36:44
23.90,28.40,2023-12-01 14:41:44
23.80,28.30,2023-12-01 14:46:44
23.80,28.30,2023-12-01 14:51:44
23.80,28.20,2023-12-01 14:56:44
23.80,28.20,2023-12-01 15:01:44
23.80,28.20,2023-12-01 15:06:44
23.80,28.20,2023-12-01 15:11:44
23.80,28.10,2023-12-01 15:16:44
23.80,28.10,2023-12-01 15:21:44
23.80,28.00,2023-12-01 15:26:44
23.80,28.00,2023-12-01 15:31:44
23.80,28.00,2023-12-01 15:36:44
23.80,28.00,2023-12-01 15:41:45
23.80,28.00,2023-12-01 15:46:45
23.80,28.00,2023-12-01 15:51:45
23.80,28.00,2023-12-01 15:56:45
23.80,28.00,2023-12-01 16:01:45
23.80,28.00,2023-12-01 16:06:45
23.80,28.00,2023-12-01 16:11:45
23.80,28.00,2023-12-01 16:16:45
23.80,28.00,2023-12-01 16:21:45
23.80,28.10,2023-12-01 16:26:45
23.80,28.10,2023-12-01 16:31:45
23.80,28.20,2023-12-01 16:36:45
23.80,28.20,2023-12-01 16:41:45
23.80,28.20,2023-12-01 16:46:45
23.80,28.20,2023-12-01 16:51:45
23.80,28.30,2023-12-01 16:56:45
23.80,28.30,2023-12-01 17:01:45
23.80,28.30,2023-12-01 17:06:45
23.80,28.30,2023-12-01 17:11:45
23.80,28.20,2023-12-01 17:16:45
23.80,28.20,2023-12-01 17:21:45
23.80,28.20,2023-12-01 17:26:45
23.80,28.20,2023-12-01 17:31:45
23.80,28.20,2023-12-01 17:36:45
23.80,28.20,2023-12-01 17:41:45
23.80,28.20,2023-12-01 17:46:45
23.80,28.20,2023-12-01 17:51:45
23.80,28.20,2023-12-01 17:56:45
23.80,28.20,2023-12-01 18:01:45
23.80,28.20,2023-12-01 18:06:45
23.80,28.20,2023-12-01 18:11:45
23.80,28.20,2023-12-01 18:16:45
23.80,28.20,2023-12-01 18:21:45
23.80,28.20,2023-12-01 18:26:45
23.80,28.20,2023-12-01 18:31:45
23.80,28.20,2023-12-01 18:36:45
23.80,28.20,2023-12-01 18:41:45
23.80,28.20,2023-12-01 18:46:45
23.80,28.20,2023-12-01 18:51:45
23.80,28.20,2023-12-01 18:56:45
23.80,28.20,2023-12-01 19:01:45
23.80,28.30,2023-12-01 19:06:45
23.80,28.30,2023-12-01 19:11:45
23.80,28.40,2023-12-01 19:16:45
23.80,28.40,2023-12-01 19:21:45
23.80,28.50,2023-12-01 19:26:45
23.80,28.50,2023-12-01 19:31:45
23.80,28.70,2023-12-01 19:36:45
23.80,28.70,2023-12-01 19:41:45
23.80,28.70,2023-12-01 19:46:45
23.80,28.70,2023-12-01 19:51:45
23.80,28.70,2023-12-01 19:56:45
23.80,28.70,2023-12-01 20:01:45
23.80,28.70,2023-12-01 20:06:45
23.80,28.70,2023-12-01 20:11:45
23.80,28.70,2023-12-01 20:16:45
23.80,28.70,2023-12-01 20:21:45
23.80,28.70,2023-12-01 20:26:45
23.80,28.70,2023-12-01 20:31:45
23.80,28.80,2023-12-01 20:36:45
23.80,28.80,2023-12-01 20:41:45
23.80,28.80,2023-12-01 20:46:45
23.80,28.80,2023-12-01 20:51:45
23.80,29.00,2023-12-01 20:56:45
23.80,29.00,2023-12-01 21:01:45
23.80,29.00,2023-12-01 21:06:45
23.80,29.00,2023-12-01 21:11:45
23.80,29.20,2023-12-01 21:16:45
23.80,29.20,2023-12-01 21:21:45
23.80,29.20,2023-12-01 21:26:45
23.80,29.20,2023-12-01 21:31:45
23.80,29.30,2023-12-01 21:36:45
23.80,29.30,2023-12-01 21:41:45
23.80,29.40,2023-12-01 21:46:45
23.80,29.40,2023-12-01 21:51:45
23.80,29.50,2023-12-01 21:56:45
23.80,29.50,2023-12-01 22:01:45
23.80,29.50,2023-12-01 22:06:45
23.80,29.50,2023-12-01 22:11:45
23.80,29.40,2023-12-01 22:16:45
23.80,29.40,2023-12-01 22:21:45
23.80,29.30,2023-12-01 22:26:45
23.80,29.30,2023-12-01 22:31:45
23.80,29.40,2023-12-01 22:36:45
23.80,29.40,2023-12-01 22:41:45
23.80,29.40,2023-12-01 22:46:45
23.80,29.40,2023-12-01 22:51:45
23.80,29.30,2023-12-01 22:56:45
23.80,29.30,2023-12-01 23:01:45
23.80,29.20,2023-12-01 23:06:45
23.80,29.20,2023-12-01 23:11:45
23.80,29.20,2023-12-01 23:16:45
23.80,29.20,2023-12-01 23:21:45
23.80,29.10,2023-12-01 23:26:45
23.80,29.10,2023-12-01 23:31:45
23.80,29.10,2023-12-01 23:36:45
23.80,29.10,2023-12-01 23:41:45
23.80,29.00,2023-12-01 23:46:45
23.80,29.00,2023-12-01 23:51:45
23.90,29.00,2023-12-01 23:56:45
23.90,29.00,2023-12-02 00:01:45
23.80,29.00,2023-12-02 00:06:45
23.80,29.00,2023-12-02 00:11:45
23.80,28.90,2023-12-02 00:16:45
23.80,28.90,2023-12-02 00:21:45
23.80,28.90,2023-12-02 00:26:45
23.80,28.90,2023-12-02 00:31:45
23.80,28.80,2023-12-02 00:36:45
23.80,28.80,2023-12-02 00:41:45
23.90,28.70,2023-12-02 00:46:45
23.90,28.70,2023-12-02 00:51:46
23.90,28.70,2023-12-02 00:56:46
23.90,28.70,2023-12-02 01:01:46
23.90,28.60,2023-12-02 01:06:46
23.90,28.60,2023-12-02 01:11:46
23.90,28.60,2023-12-02 01:16:46
23.90,28.60,2023-12-02 01:21:46
23.90,28.50,2023-12-02 01:26:46
23.90,28.50,2023-12-02 01:31:46
23.90,28.50,2023-12-02 01:36:46
23.90,28.50,2023-12-02 01:41:46
23.90,28.60,2023-12-02 01:46:46
23.90,28.60,2023-12-02 01:51:46
23.90,28.70,2023-12-02 01:56:46
23.90,28.70,2023-12-02 02:01:46
23.90,28.80,2023-12-02 02:06:46
23.90,28.80,2023-12-02 02:11:46
23.90,29.20,2023-12-02 02:16:46
23.90,29.20,2023-12-02 02:21:46
23.90,29.20,2023-12-02 02:26:46
23.90,29.20,2023-12-02 02:31:46
23.90,29.10,2023-12-02 02:36:46
23.90,29.10,2023-12-02 02:41:46
23.90,29.10,2023-12-02 02:46:46
23.90,29.10,2023-12-02 02:51:46
23.90,29.00,2023-12-02 02:56:46
23.90,29.00,2023-12-02 03:01:46
23.90,29.20,2023-12-02 03:06:46
23.90,29.20,2023-12-02 03:11:46
23.90,29.20,2023-12-02 03:16:46
23.90,29.20,2023-12-02 03:21:46
23.90,29.30,2023-12-02 03:26:46
23.90,29.30,2023-12-02 03:31:46
23.90,29.40,2023-12-02 03:36:46
23.90,29.40,2023-12-02 03:41:46
23.90,29.50,2023-12-02 03:46:46
23.90,29.50,2023-12-02 03:51:46
23.90,29.50,2023-12-02 03:56:46
23.90,29.50,2023-12-02 04:01:46
23.90,29.50,2023-12-02 04:06:46
23.90,29.50,2023-12-02 04:11:46
23.90,29.80,2023-12-02 04:16:46
23.90,29.80,2023-12-02 04:21:46
23.90,29.90,2023-12-02 04:26:46
23.90,29.90,2023-12-02 04:31:46
23.90,29.90,2023-12-02 04:36:46
23.90,29.90,2023-12-02 04:41:46
23.90,29.80,2023-12-02 04:46:46
23.90,29.80,2023-12-02 04:51:46
24.00,29.90,2023-12-02 04:56:46
24.00,29.90,2023-12-02 05:01:46
24.00,29.90,2023-12-02 05:06:46
24.00,29.90,2023-12-02 05:11:46
24.00,29.90,2023-12-02 05:16:46
24.00,29.90,2023-12-02 05:21:46
24.00,29.80,2023-12-02 05:26:46
24.00,29.80,2023-12-02 05:31:46
24.00,29.70,2023-12-02 05:36:46
24.00,29.70,2023-12-02 05:41:46
24.00,29.60,2023-12-02 05:46:46
24.00,29.60,2023-12-02 05:51:46
24.00,29.50,2023-12-02 05:56:46
24.00,29.50,2023-12-02 06:01:46
24.00,29.50,2023-12-02 06:06:46
24.00,29.50,2023-12-02 06:11:46
24.00,29.50,2023-12-02 06:16:46
24.00,29.50,2023-12-02 06:21:46
24.00,29.50,2023-12-02 06:26:46
24.00,29.50,2023-12-02 06:31:46
24.00,29.40,2023-12-02 06:36:46
24.00,29.40,2023-12-02 06:41:46
24.00,29.30,2023-12-02 06:46:46
24.00,29.30,2023-12-02 06:51:46
24.00,29.20,2023-12-02 06:56:46
24.00,29.20,2023-12-02 07:01:46
24.00,29.20,2023-12-02 07:06:46
24.00,29.20,2023-12-02 07:11:46
24.00,29.20,2023-12-02 07:16:46
24.00,29.20,2023-12-02 07:21:46
24.00,29.10,2023-12-02 07:26:46
24.00,29.10,2023-12-02 07:31:46
24.00,29.10,2023-12-02 07:36:46
24.00,29.10,2023-12-02 07:41:46
24.00,29.10,2023-12-02 07:46:46
24.00,29.10,2023-12-02 07:51:46
24.00,29.10,2023-12-02 07:56:46
24.00,29.10,2023-12-02 08:01:46
24.00,29.20,2023-12-02 08:06:46
24.00,29.20,2023-12-02 08:11:46
24.00,29.20,2023-12-02 08:16:46
24.00,29.20,2023-12-02 08:21:46
24.00,29.30,2023-12-02 08:26:46
24.00,29.30,2023-12-02 08:31:46
24.00,29.50,2023-12-02 08:36:46
24.00,29.50,2023-12-02 08:41:46
24.00,29.50,2023-12-02 08:46:46
24.00,29.50,2023-12-02 08:51:46
24.00,29.50,2023-12-02 08:56:46
24.00,29.50,2023-12-02 09:01:46
24.00,29.60,2023-12-02 09:06:46
24.00,29.60,2023-12-02 09:11:46
24.00,29.80,2023-12-02 09:16:46
24.00,29.80,2023-12-02 09:21:46
24.00,29.80,2023-12-02 09:26:46
24.00,29.80,2023-12-02 09:31:46
24.10,29.70,2023-12-02 09:36:46
24.10,29.70,2023-12-02 09:41:46
24.10,29.70,2023-12-02 09:46:46
24.10,29.70,2023-12-02 09:51:46
24.10,29.60,2023-12-02 09:56:46
24.10,29.60,2023-12-02 10:01:46
24.10,29.50,2023-12-02 10:06:47
24.10,29.50,2023-12-02 10:11:47
24.10,29.40,2023-12-02 10:16:47
24.10,29.40,2023-12-02 10:21:47
24.10,29.30,2023-12-02 10:26:47
24.10,29.30,2023-12-02 10:31:47
24.10,29.20,2023-12-02 10:36:47
24.10,29.20,2023-12-02 10:41:47
24.10,29.20,2023-12-02 10:46:47
24.10,29.20,2023-12-02 10:51:47
24.10,29.20,2023-12-02 10:56:47
24.10,29.20,2023-12-02 11:01:47
24.10,29.20,2023-12-02 11:06:47
24.10,29.20,2023-12-02 11:11:47
24.10,29.10,2023-12-02 11:16:47
24.10,29.10,2023-12-02 11:21:47
24.10,29.10,2023-12-02 11:26:47
24.10,29.10,2023-12-02 11:31:47
24.10,28.90,2023-12-02 11:36:47
24.10,28.90,2023-12-02 11:41:47
23.80,27.00,2023-12-02 11:46:47
23.80,27.00,2023-12-02 11:51:47
23.90,27.00,2023-12-02 11:56:47
24.00,27.30,2023-12-02 12:01:47
23.80,26.90,2023-12-02 12:06:47
23.80,26.90,2023-12-02 12:11:47
23.80,26.90,2023-12-02 12:16:47
23.80,26.90,2023-12-02 12:21:47
23.80,26.90,2023-12-02 12:26:47
23.80,26.80,2023-12-02 12:31:47
23.80,26.80,2023-12-02 12:36:47
23.80,26.80,2023-12-02 12:41:47
23.60,26.50,2023-12-02 12:46:47
22.90,26.50,2023-12-02 12:51:47
22.80,26.50,2023-12-02 12:56:47
22.80,26.50,2023-12-02 13:01:47
22.80,26.50,2023-12-02 13:06:47
22.80,26.50,2023-12-02 13:11:47
22.80,26.50,2023-12-02 13:16:47
22.80,26.50,2023-12-02 13:21:47
22.80,26.50,2023-12-02 13:26:47
22.80,26.50,2023-12-02 13:31:47
22.80,26.50,2023-12-02 13:36:47
22.80,26.50,2023-12-02 13:41:47
22.80,26.50,2023-12-02 13:46:47
22.80,26.50,2023-12-02 13:51:47
22.80,26.50,2023-12-02 13:56:47
22.80,26.50,2023-12-02 14:01:47
22.80,26.50,2023-12-02 14:06:47
22.80,26.50,2023-12-02 14:11:47
22.80,26.50,2023-12-02 14:16:47
22.80,26.50,2023-12-02 14:21:47
22.80,26.50,2023-12-02 14:26:47
23.50,27.60,2023-12-02 14:31:47
23.50,27.60,2023-12-02 14:36:47
23.50,27.60,2023-12-02 14:41:47
23.50,27.60,2023-12-02 14:46:47
23.50,27.60,2023-12-02 14:51:47
23.50,27.60,2023-12-02 14:56:47
23.50,27.60,2023-12-02 15:01:47
23.50,27.60,2023-12-02 15:06:47
23.50,27.60,2023-12-02 15:11:47
23.50,27.60,2023-12-02 15:16:47
23.70,28.00,2023-12-02 15:21:47
23.70,28.00,2023-12-02 15:26:47
23.70,28.00,2023-12-02 15:31:47
23.70,28.00,2023-12-02 15:36:47
23.70,28.00,2023-12-02 15:41:47
23.70,28.00,2023-12-02 15:46:47
23.70,28.00,2023-12-02 15:51:47
23.70,28.00,2023-12-02 15:56:47
23.70,28.00,2023-12-02 16:01:47
23.70,28.00,2023-12-02 16:06:47
24.10,28.10,2023-12-02 16:11:47
24.10,28.10,2023-12-02 16:16:47
24.10,28.10,2023-12-02 16:21:47
24.10,28.10,2023-12-02 16:26:47
24.10,28.10,2023-12-02 16:31:47
24.10,28.10,2023-12-02 16:36:47
24.10,28.10,2023-12-02 16:41:47
24.10,28.10,2023-12-02 16:46:47
24.10,28.10,2023-12-02 16:51:47
24.10,28.10,2023-12-02 16:56:47
24.10,28.10,2023-12-02 17:01:47
24.10,28.10,2023-12-02 17:06:47
23.90,27.80,2023-12-02 17:11:47
23.90,27.80,2023-12-02 17:16:47
23.90,27.80,2023-12-02 17:21:47
23.90,27.80,2023-12-02 17:31:47
23.90,27.80,2023-12-02 17:36:47
23.90,27.80,2023-12-02 17:41:47
23.90,27.80,2023-12-02 17:46:47
23.90,27.80,2023-12-02 17:51:48
23.90,27.80,2023-12-02 17:56:48
23.90,27.80,2023-12-02 18:01:48
23.90,27.80,2023-12-02 18:06:48
23.80,27.50,2023-12-02 18:11:48
23.80,27.50,2023-12-02 18:16:48
23.80,27.50,2023-12-02 18:21:48
23.80,27.50,2023-12-02 18:26:48
23.80,27.50,2023-12-02 18:31:48
23.80,27.50,2023-12-02 18:36:48
23.80,27.50,2023-12-02 18:41:48
23.80,27.50,2023-12-02 18:46:48
23.60,27.90,2023-12-02 18:51:48
23.60,27.90,2023-12-02 18:56:48
23.60,27.90,2023-12-02 19:01:48
23.60,27.90,2023-12-02 19:06:48
23.60,27.90,2023-12-02 19:11:48
23.60,27.90,2023-12-02 19:16:48
23.60,27.90,2023-12-02 19:21:48
23.60,27.90,2023-12-02 19:26:48
23.60,28.00,2023-12-02 19:31:48
23.60,28.00,2023-12-02 19:36:48
23.60,28.00,2023-12-02 19:41:48
23.60,28.00,2023-12-02 19:46:48
23.60,28.00,2023-12-02 19:51:48
23.60,28.00,2023-12-02 19:56:48
23.60,28.00,2023-12-02 20:01:48
23.60,28.00,2023-12-02 20:06:48
